City,District,Ward,Street,address,area_value,price_value_trieu,price_per_m2_final
Đà Nẵng,Quận Hải Châu,Phường Hòa Thuận Đông,Đường Núi Thành,"Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",45.0,7.0,155555.55555555556
Đà Nẵng,Quận Cẩm Lệ,Phường Khuê Trung,Đường Hóa Mỹ,"Đường Hóa Mỹ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",81.0,11.5,141975.3086419753
Đà Nẵng,Quận Hải Châu,Phường Hòa Cường Bắc,,"Đường 2/9, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",250.0,80.0,320000.0
Đà Nẵng,Quận Hải Châu,Phường Thuận Phước,,"Đường Hải Hồ, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",80.0,15.0,187500.0
Đà Nẵng,Quận Hải Châu,Phường Nam Dương,Đường Nguyễn Văn Linh,"Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng",100.0,65.0,650000.0
Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,Đường Văn Cao,"Đường Văn Cao, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",220.0,20.0,90909.09090909091
Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,Đường Thạch Lam,"Đường Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",300.0,80.0,266666.6666666667
Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,Đường Lũy Bán Bích,"Đường Lũy Bán Bích, Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh",800.0,120.0,150000.0
Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,Đường Độc Lập,"Đường Độc Lập, Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh",400.0,40.0,100000.0
Hồ Chí Minh,Quận Tân Bình,Phường 14,Đường Đồng Đen,"Đường Đồng Đen, Phường 14, Quận Tân Bình, Hồ Chí Minh",105.0,45.0,428571.4285714286
Hồ Chí Minh,Quận Tân Phú,Phường Tân Quý,Đường Tân Hương,"Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",520.0,75.0,144230.76923076922
Khánh Hòa,Nha Trang,Phường Tân Lập,Đường Nguyễn Thị Minh Khai,"Đường Nguyễn Thị Minh Khai, Phường Tân Lập, Thành phố Nha Trang, Khánh Hòa",220.0,59.99999999999999,272727.2727272727
Hà Nội,Quận Hai Bà Trưng,Phường Nguyễn Du,Phố Huế,"Phố Huế, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",60.0,99.0,1650000.0
Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,Đường Bờ Bao Tân Thắng,"Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh",600.0,110.0,183333.33333333334
Hồ Chí Minh,Quận Tân Bình,Phường 14,Đường Bàu Cát,"Đường Bàu Cát, Phường 14, Quận Tân Bình, Hồ Chí Minh",260.0,35.0,134615.38461538462
Hồ Chí Minh,Quận Tân Phú,Phường Tân Quý,Đường Nguyễn Súy,"Đường Nguyễn Súy, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",220.0,17.0,77272.72727272728
Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,Đường Vườn Lài,"Đường Vườn Lài, Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh",1.567,200.0,127632418.63433312
Hồ Chí Minh,Quận Tân Phú,Phường Hòa Thạnh,Đường Thoại Ngọc Hầu,"Đường Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, Hồ Chí Minh",300.0,180.0,600000.0
Đà Nẵng,Quận Hải Châu,Phường Thuận Phước,Đường Đống Đa,"Đường 3/2, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",125.0,30.0,240000.0
Đà Nẵng,Quận Sơn Trà,Phường An Hải Bắc,Đường Trần Hưng Đạo,"Đường Trần Hưng Đạo, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",250.0,45.0,180000.0
Đồng Nai,Biên Hòa,Phường Thống Nhất,Đường Võ Thị Sáu,"Đường Võ Thị Sáu, Phường Thống Nhất, Thành phố Biên Hoà, Đồng Nai",160.0,80.0,500000.0
Hồ Chí Minh,Quận Tân Phú,Phường Tân Sơn Nhì,Đường Tân Sơn Nhì,"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",600.0,150.0,250000.0
Hồ Chí Minh,Quận Tân Phú,Phường Tân Sơn Nhì,Đường Tân Sơn Nhì,"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",1.5,380.0,253333333.33333334
Hà Nội,Quận Hai Bà Trưng,Phường Nguyễn Du,,"Phố Tuệ Tĩnh, Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",95.0,59.99999999999999,631578.947368421
Hà Nội,Quận Hoàn Kiếm,Phường Lý Thái Tổ,Phố Nguyễn Hữu Huân,"Phố Nguyễn Hữu Huân, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",65.0,60.0,923076.9230769231
Hà Nội,Quận Đống Đa,Phường Láng Hạ,Đường Láng Hạ,"Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",55.0,35.0,636363.6363636364
Hà Nội,Quận Ba Đình,Phường Ngọc Khánh,Hẻm 44 Phố Vạn Bảo,"Phố Vạn Bảo, Phường Đội Cấn, Quận Ba Đình, Hà Nội",500.0,80.0,160000.0
Hà Nội,Quận Ba Đình,Phường Giảng Võ,Đường Giảng Võ,"Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội",450.0,290.0,644444.4444444445
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bạc,Phố Cầu Gỗ,"Phố Cầu Gỗ, Phường Hàng Gai, Quận Hoàn Kiếm, Hà Nội",50.0,60.0,1200000.0
Hà Nội,Quận Cầu Giấy,Phường Quan Hoa,Hẻm 155 Đường Cầu Giấy,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",110.0,70.0,636363.6363636364
Hà Nội,Quận Nam Từ Liêm,Phường Mỹ Đình 2,Đường Lê Đức Thọ,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",80.0,120.0,1500000.0
Hà Nội,Quận Cầu Giấy,Phường Yên Hòa,Phố Vũ Phạm Hàm,"Phố Vũ Phạm Hàm, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",200.0,80.0,400000.0
Hà Nội,Quận Hai Bà Trưng,Phường Lê Đại Hành,Phố Thái Phiên,"Phố Thái Phiên, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",150.0,400.0,2666666.6666666665
Hà Nội,Quận Ba Đình,Phường Điện Biên,Phố Nguyễn Thái Học,"Phố Nguyễn Thái Học, Phường Đội Cấn, Quận Ba Đình, Hà Nội",60.0,60.0,1000000.0
Hà Nội,Quận Long Biên,Phường Bồ Đề,Đường Nguyễn Văn Cừ,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",200.0,150.0,750000.0
Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Trung,Đường Nguyễn Huy Tưởng,"Phố Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",800.0,50.0,62500.0
Hà Nội,Quận Đống Đa,Phường Văn Miếu,Phố Nguyễn Khuyến,"Phố Nguyễn Khuyến, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",400.0,70.0,175000.0
Hà Nội,Quận Hai Bà Trưng,Phường Trương Định,Đường Trương Định,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",60.0,25.0,416666.6666666667
Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Trung,Đường Vũ Trọng Phụng,"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",80.0,45.0,562500.0
Hà Nội,Quận Hoàng Mai,Phường Định Công,Đường Trần Điền,"Đường Trần Điền, Phường Định Công, Quận Hoàng Mai, Hà Nội",180.0,60.0,333333.3333333333
Hà Nội,Quận Thanh Xuân,Phường Khương Trung,Phố Hoàng Văn Thái,"Phố Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",90.0,49.99999999999999,555555.5555555555
Hà Nội,Quận Cầu Giấy,Phường Nghĩa Tân,Phố Trần Cung,"Phố Trần Cung, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",70.0,40.0,571428.5714285715
Hà Nội,Quận Cầu Giấy,Phường Trung Hòa,Đường Nguyễn Thị Định,"Đường Nguyễn Thị Định, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",80.0,70.0,875000.0
Hà Nội,Quận Hà Đông,Phường Hà Cầu,,"Đường Ngô Thì Nhậm, Phường Ngô Thì Nhậm, Quận Hai Bà Trưng, Hà Nội",90.0,130.0,1444444.4444444445
Hà Nội,Quận Thanh Xuân,Phường Nhân Chính,Phố Nguyễn Thị Thập,"Phố Nguyễn Huy Tưởng, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",800.0,120.0,150000.0
Hà Nội,Quận Đống Đa,Phường Văn Miếu,Phố Nguyễn Khuyến,"Phố Nguyễn Hy Quang, Phường Nam Đồng, Quận Đống Đa, Hà Nội",140.0,80.0,571428.5714285715
Hà Nội,Huyện Thanh Trì,Xã Tứ Hiệp,Đường Cổ Điển,"Đường Cổ Điển A, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",145.0,14.5,100000.0
Hà Nội,Huyện Thanh Trì,Xã Ngũ Hiệp,Đường Ngũ Hiệp,"Đường Ngũ Hiệp, Xã Ngũ Hiệp, Huyện Thanh Trì, Hà Nội",85.0,17.5,205882.35294117648
Hà Nội,Huyện Thanh Trì,Xã Thanh Liệt,Cầu Vượt Pháp Vân,"Đường Pháp Vân, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",120.0,64.99999999999999,541666.6666666666
Hà Nội,Quận Hoàng Mai,Phường Đại Kim,Đường Nguyễn Cảnh Dị,"Đường Nguyễn Cảnh Dị, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",55.0,14.999999999999998,272727.2727272727
Hà Nội,Quận Hoàng Mai,Phường Đại Kim,Đường Nguyễn Cảnh Dị,"Đường Nguyễn Cảnh Dị, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",55.0,15.800000000000002,287272.7272727273
Hà Nội,Quận Hoàng Mai,Phường Giáp Bát,Phố Kim Đồng,"Phố Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",85.0,8.0,94117.64705882352
Hà Nội,Huyện Thanh Trì,Xã Tứ Hiệp,Đường Tứ Hiệp,"Đường Tứ Hiệp, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",150.0,13.0,86666.66666666667
Hà Nội,Huyện Thanh Trì,Xã Tứ Hiệp,Đường Tứ Hiệp,"Đường Tứ Hiệp, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",130.0,14.0,107692.30769230769
Hà Nội,Huyện Thanh Trì,Xã Tứ Hiệp,Đường Tứ Hiệp,"Đường Tứ Hiệp, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",85.0,14.0,164705.88235294117
Hà Nội,Huyện Thanh Trì,Xã Tứ Hiệp,Đường Tứ Hiệp,"Đường Tứ Hiệp, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",95.0,18.0,189473.68421052632
Đà Nẵng,Quận Hải Châu,Phường Hải Châu 1,Đường Trần Quốc Toản,"Đường Trần Quốc Toản, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng",165.0,21.0,127272.72727272728
Hà Nội,Quận Nam Từ Liêm,Phường Đại Mỗ,Đường Đại Mỗ,"Đường Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",600.0,120.0,200000.0
Đà Nẵng,Quận Hải Châu,Phường Phước Ninh,Đường Trần Phú,"Đường Trần Phú, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",110.0,35.0,318181.8181818182
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Gai,Phố Hàng Nón,"Phố Hàng Nón, Phường Hàng Gai, Quận Hoàn Kiếm, Hà Nội",50.0,15.0,300000.0
Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng Hậu,Phố Duy Tân,"Phố Duy Tân, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",2.0,185.0,92500000.0
Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Sơn,Đường Nguyễn Văn Bứa,"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Hồ Chí Minh",360.0,24.999999999999996,69444.44444444444
Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng,Phố Trần Đăng Ninh,"Phố Trần Đăng Ninh, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",30.0,3.6,120000.0
Hà Nội,Quận Cầu Giấy,Phường Nghĩa Đô,Đường Hoàng Quốc Việt,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",40.0,28.0,700000.0
Thừa Thiên-Huế,Huế,Phường An Cựu,Đường Hồ Đắc Di,"Đường Hồ Đắc Di, Phường An Cựu, Thành phố Huế, Huế",100.0,15.0,150000.0
Thừa Thiên-Huế,Huế,Phường Vĩ Dạ,Đường Phan Văn Trường,"Đường Phan Văn Trường, Phường Vỹ Dạ, Thành phố Huế, Huế",400.0,10.0,25000.0
Thừa Thiên-Huế,Huế,Phường Vĩ Dạ,Đường Tuy Lý Vương,"Đường Tuy Lý Vương, Phường Vỹ Dạ, Thành phố Huế, Huế",1.0,30.0,30000000.0
Thừa Thiên-Huế,Huế,Phường Phú Hội,Đường Đội Cung,"Đường Đội Cung, Phường Phú Hội, Thành phố Huế, Huế",1.0,85.0,85000000.0
Thừa Thiên-Huế,Huế,Phường Vĩ Dạ,Đường Cao Xuân Dục,"Đường Cao Xuân Dục, Phường Vỹ Dạ, Thành phố Huế, Huế",200.0,15.0,75000.0
Thừa Thiên-Huế,Huế,Phường Vĩnh Ninh,Đường Hai Bà Trưng,"Đường Hai Bà Trưng, Phường Vĩnh Ninh, Thành phố Huế, Huế",150.0,9.0,60000.0
Thừa Thiên-Huế,Huế,Phường Vĩ Dạ,Đường Nguyễn Sinh Cung,"Đường Nguyễn Sinh Cung, Phường Vỹ Dạ, Thành phố Huế, Huế",156.0,25.0,160256.41025641025
Thừa Thiên-Huế,Huế,Phường Thuận Lộc,Đường Đinh Tiên Hoàng,"Đường Đinh Tiên Hoàng, Phường Thuận Lộc, Thành phố Huế, Huế",150.0,17.0,113333.33333333333
Thừa Thiên-Huế,Huế,Phường Vĩ Dạ,Đường Phạm Văn Đồng,"Đường Phạm Văn Đồng, Phường Thủy Vân, Thành phố Huế, Huế",400.0,12.0,30000.0
Thừa Thiên-Huế,Huế,Phường Vĩnh Ninh,Đường Trần Thúc Nhẫn,"Đường Trần Thúc Nhẫn, Phường Vĩnh Ninh, Thành phố Huế, Huế",110.0,20.0,181818.18181818182
Thừa Thiên-Huế,Huế,Phường Phú Hội,Đường Phạm Ngũ Lão,"Đường Phạm Ngũ Lão, Phường Phú Hội, Thành phố Huế, Huế",260.0,30.0,115384.61538461539
Thừa Thiên-Huế,Huế,Phường An Đông,Đường Hoàng Văn Thụ,"Đường Hoàng Văn Thụ, Phường An Đông, Thành phố Huế, Huế",100.0,18.0,180000.0
Thừa Thiên-Huế,Huế,Phường Trường An,Đường Điện Biên Phủ,"Đường Điện Biên Phủ, Phường Trường An, Thành phố Huế, Huế",150.0,12.0,80000.0
Thừa Thiên-Huế,Huế,Phường Phường Đúc,Đường Bùi Thị Xuân,"Đường Bùi Thị Xuân, Phường Đúc, Thành phố Huế, Huế",136.0,6.5,47794.117647058825
Thừa Thiên-Huế,Huế,Phường Phú Hội,Đường Bà Triệu,"Đường Bà Triệu, Phường Phú Hội, Thành phố Huế, Huế",225.0,30.000000000000004,133333.33333333334
Thừa Thiên-Huế,Huế,Phường An Đông,Đường Phan Anh,"Phố Phan Đăng Lưu, Phường Đông Ba, Thành phố Huế, Huế",100.0,9.0,90000.0
Thừa Thiên-Huế,Huế,Phường Trường An,Đường Xuân Diệu,"Đường Xuân Diệu, Phường Trường An, Thành phố Huế, Huế",35.0,5.0,142857.14285714287
Thừa Thiên-Huế,Huế,Phường Phú Hội,Đường Bà Triệu,"Đường Bà Triệu, Phường Phú Hội, Thành phố Huế, Huế",500.0,25.0,50000.0
Thừa Thiên-Huế,Huế,Phường Phú Hội,Đường Nguyễn Tri Phương,"Đường Nguyễn Tri Phương, Phường Phú Hội, Thành phố Huế, Huế",220.0,29.999999999999996,136363.63636363635
Thừa Thiên-Huế,Huế,Phường Phường Đúc,Đường Lịch Đợi,"Đường Lịch Đợi, Phường Đúc, Thành phố Huế, Huế",170.0,12.0,70588.23529411765
,,,,"Đường Ngọc Anh, Phường Phú Thượng, Thành phố Huế, Huế",200.0,10.0,50000.0
Thừa Thiên-Huế,Huế,Phường An Đông,Đường Hoàng Quốc Việt,"Đường Hoàng Quốc Việt, Phường An Đông, Thành phố Huế, Huế",50.0,4.5,90000.0
Thừa Thiên-Huế,Huế,Phường Phú Hội,Đường Bến Nghé,"Đường Bến Nghé, Phường Phú Hội, Thành phố Huế, Huế",1.2,180.0,150000000.0
,,,,"Tỉnh Lộ 10, Phường Phú Thượng, Thành phố Huế, Huế",160.0,8.0,50000.0
Thừa Thiên-Huế,Huế,Phường Thủy Xuân,Đường Hoài Thanh,"Đường Hoài Thanh, Phường Thủy Xuân, Thành phố Huế, Huế",500.0,10.0,20000.0
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bồ,Phố Bát Sứ,"Phố Bát Sứ, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",125.0,37.0,296000.0
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bồ,Phố Bát Sứ,"Phố Bát Sứ, Phường Hàng Bồ, Quận Hoàn Kiếm, Hà Nội",130.0,35.0,269230.76923076925
Đà Nẵng,Quận Sơn Trà,Phường An Hải Tây,Đường An Trung 6,"Đường An Trung, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",60.0,15.0,250000.0
Đà Nẵng,Quận Hải Châu,Phường Thanh Bình,Đường Mai Am,"Đường Mai Am, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",80.0,15.0,187500.0
Đà Nẵng,Quận Hải Châu,Phường Thanh Bình,Đường Lương Ngọc Quyến,"Đường Đống Đa, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",80.0,15.0,187500.0
Đà Nẵng,Quận Ngũ Hành Sơn,Phường Khuê Mỹ,Đường Đa Phước 8,"Đường Đa Phước 8, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",130.0,20.0,153846.15384615384
Đà Nẵng,Quận Sơn Trà,Phường An Hải Bắc,Đường Nguyễn Thị Định,"Đường Nguyễn Thị Định, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",100.0,10.5,105000.0
Đà Nẵng,Quận Sơn Trà,Phường Phước Mỹ,Đường Nguyễn Văn Thoại,"Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",80.0,35.0,437500.0
Đà Nẵng,Quận Sơn Trà,Phường Thọ Quang,Đường Nam Thọ 3,"Đường Nam Thọ 3, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",90.0,8.5,94444.44444444444
Đà Nẵng,Quận Ngũ Hành Sơn,Phường Mỹ An,Đường Phạm Hữu Kính,"Đường Phạm Hữu Kính, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",336.0,35.0,104166.66666666667
Đà Nẵng,Quận Ngũ Hành Sơn,Phường Mỹ An,Đường An Dương Vương,"Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,14.0,140000.0
Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,Đường Số 7A,"Đường Số 7A, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh",80.0,15.0,187500.0
Hà Nội,Quận Hai Bà Trưng,Phường Thanh Nhàn,Đường Quỳnh,"Phố Chùa Quỳnh, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",40.0,17.0,425000.0
Hà Nội,Quận Hoàng Mai,Phường Giáp Bát,Đường Giáp Bát,"Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",40.0,17.0,425000.0
Hà Nội,Quận Hoàng Mai,Phường Giáp Bát,Ngõ 231 Giáp Bát,"Đường Sông Sét, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",45.0,20.0,444444.44444444444
Hà Nội,Quận Hoàng Mai,Phường Hoàng Văn Thụ,Đường Đền Lừ,"Đường Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",60.0,25.0,416666.6666666667
Hà Nội,Quận Long Biên,Phường Phúc Lợi,Đường Phúc Lợi,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",80.0,6.5,81250.0
Hồ Chí Minh,Quận 7,Phường Phú Thuận,Đường Đào Trí,"Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",85.0,25.000000000000004,294117.64705882355
Hồ Chí Minh,Quận 7,Phường Phú Mỹ,Đường Hoàng Quốc Việt,"Đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",450.0,40.0,88888.88888888889
Hồ Chí Minh,Quận Gò Vấp,Phường 1,Đường Phan Văn Trị,"Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Hồ Chí Minh",383.0,38.0,99216.71018276762
Hồ Chí Minh,Quận 7,Phường Tân Thuận Đông,Đường Số 10,"Đường Số 10, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",125.0,30.0,240000.0
Hà Nội,Quận Nam Từ Liêm,Phường Trung Văn,Đường Trung Văn,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",130.0,55.0,423076.92307692306
Hà Nội,Quận Cầu Giấy,Phường Nghĩa Đô,Đường Hoàng Quốc Việt,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",180.0,130.0,722222.2222222222
Hà Nội,Quận Nam Từ Liêm,Phường Phương Canh,Phố Trịnh Văn Bô,"Đường Trịnh Văn Bô, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",100.0,25.0,250000.0
Hà Nội,Quận Cầu Giấy,Phường Trung Hòa,Đường Khuất Duy Tiến,"Đường Khuất Duy Tiến, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",150.0,150.0,1000000.0
Hà Nội,Quận Nam Từ Liêm,Phường Trung Văn,Đường Trung Văn,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",95.0,31.0,326315.7894736842
Hà Nội,Quận Hà Đông,Phường Vạn Phúc,Đường Tố Hữu,"Đường Tố Hữu, Phường Phú La, Quận Hà Đông, Hà Nội",100.0,43.0,430000.0
Hà Nội,Quận Ba Đình,Phường Ngọc Khánh,Liễu Giai,"Đường Ngọc Hà, Phường Liễu Giai, Quận Ba Đình, Hà Nội",100.0,26.0,260000.0
Hà Nội,Quận Ba Đình,Phường Đội Cấn,Phố Đội Cấn,"Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",100.0,28.0,280000.0
Hà Nội,Quận Đống Đa,Phường Ô Chợ Dừa,Phố Hoàng Cầu,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",130.0,40.0,307692.3076923077
Hà Nội,Quận Đống Đa,Phường Quốc Tử Giám,Phố Tôn Đức Thắng,"Phố Tôn Đức Thắng, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",75.0,24.0,320000.0
Hà Nội,Quận Đống Đa,Phường Ô Chợ Dừa,Phố Hoàng Cầu,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",70.0,40.0,571428.5714285715
Bà Rịa-Vũng Tàu,Vũng Tàu,Phường 7,Đường Nguyễn An Ninh,"Đường Nguyễn An Ninh, Phường 7, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",123.0,30.0,243902.43902439025
Hải Phòng,Quận Hải An,Phường Đông Hải 1,Đường Phú Xá,"Đường Phú Xá, Phường Đông Hải 1, Quận Hải An, Hải Phòng",96.0,10.0,104166.66666666667
Hải Phòng,Quận Hải An,Phường Đông Hải 1,Đường Phú Xá,"Đường Phú Xá, Phường Đông Hải 1, Quận Hải An, Hải Phòng",80.0,15.0,187500.0
Hải Phòng,Quận Hải An,Phường Đông Hải 2,Hẻm 1 Đường Đông Hải,"Đường Đằng Hải, Phường Đông Hải 2, Quận Hải An, Hải Phòng",50.0,10.0,200000.0
Hải Phòng,Quận Ngô Quyền,Phường Đông Khê,Đường Lê Hồng Phong,"Đường Lê Hồng Phong, Phường Đông Khê, Quận Ngô Quyền, Hải Phòng",40.0,15.0,375000.0
Hải Phòng,Quận Hải An,Phường Đông Hải 2,Hẻm 1 Đường Đông Hải,"Đường Đằng Hải, Phường Đông Hải 2, Quận Hải An, Hải Phòng",45.0,15.0,333333.3333333333
Hải Phòng,Quận Lê Chân,Phường Kênh Dương,Đường Quán Nam,"Đường Quán Nam, Phường Kênh Dương, Quận Lê Chân, Hải Phòng",60.0,13.5,225000.0
Hải Phòng,Quận Hải An,Phường Đằng Hải,Đường Đằng Hải,"Đường Đằng Hải, Phường Đằng Hải, Quận Hải An, Hải Phòng",70.0,10.0,142857.14285714287
Hải Phòng,Quận Hải An,Phường Đông Hải 2,Hẻm 1 Đường Đông Hải,"Đường Đằng Hải, Phường Đông Hải 2, Quận Hải An, Hải Phòng",70.0,10.0,142857.14285714287
Hải Phòng,Quận Hải An,Phường Đằng Lâm,Đường Văn Cao,"Đường Văn Cao, Phường Đằng Hải, Quận Hải An, Hải Phòng",90.0,13.5,150000.0
Hải Phòng,Quận Hải An,Phường Đằng Hải,Đường Đằng Hải,"Đường Đằng Hải, Phường Đằng Hải, Quận Hải An, Hải Phòng",60.0,10.0,166666.66666666666
Hải Phòng,Quận Ngô Quyền,Phường Đông Khê,Đường Lê Hồng Phong,"Đường Lê Hồng Phong, Phường Đông Khê, Quận Ngô Quyền, Hải Phòng",60.0,11.0,183333.33333333334
Hải Phòng,Quận Lê Chân,Phường Kênh Dương,Đường Quán Nam,"Đường Quán Nam, Phường Kênh Dương, Quận Lê Chân, Hải Phòng",90.0,15.0,166666.66666666666
Hải Phòng,Quận Hải An,Phường Đằng Hải,Hẻm 887 Đường Ngô Gia Tự,"Đường Ngô Gia Tự, Phường Đằng Hải, Quận Hải An, Hải Phòng",70.0,15.0,214285.7142857143
Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Trung,Đường Vũ Trọng Phụng,"Đường Vũ Trọng Phụng, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",1.6,350.0,218750000.0
Hải Phòng,Quận Ngô Quyền,Phường Máy Tơ,Ngõ 5 Lương Khánh Thiện,"Đường Trần Phú, Phường Lương Khánh Thiện, Quận Ngô Quyền, Hải Phòng",588.0,310.0,527210.8843537415
