City,District,Ward,area_value,price_value_trieu,price_per_m2_final
Hồ Chí Minh,Thủ Đức,An Phú,232.0,75.0,323275.8620689655
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,200.0,100.0,500000.0
Bình Thuận,Phan Thiết,Phú Thủy,150.0,20.0,133333.33333333334
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,110.0,75.0,681818.1818181818
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,700.0,360.0,514285.7142857143
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,100.0,58.0,580000.0
Hà Nội,Nam Từ Liêm,Cầu Diễn,160.0,45.0,281250.0
Hà Nội,Nam Từ Liêm,Cầu Diễn,50.0,10.0,200000.0
Hà Nội,Nam Từ Liêm,Cầu Diễn,160.0,28.0,175000.0
Hà Nội,Hai Bà Trưng,Nguyễn Du,35.0,25.0,714285.7142857143
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,172.0,68.0,395348.8372093024
Hà Nam,Phủ Lý,Liêm Chính,88.0,20.0,227272.7272727273
Hà Nội,Đống Đa,Láng Hạ,110.0,100.0,909090.9090909092
Hà Nội,Cầu Giấy,Mai Dịch,110.0,200.0,1818181.818181818
Hà Nội,Đống Đa,Nam Đồng,80.0,70.0,875000.0
Hà Nội,Thanh Trì,Thị Trấn Văn Điển,40.0,3.0,75000.0
Hà Nội,Đống Đa,Láng Hạ,140.0,200.0,1428571.4285714286
Khánh Hòa,Nha Trang,Vĩnh Thái,90.0,13.0,144444.44444444444
Hưng Yên,Văn Giang,Nghĩa Trụ,98.0,30.0,306122.44897959183
Hồ Chí Minh,Thủ Đức,Thảo Điền,105.0,200.0,1904761.9047619049
Hà Nội,Long Biên,Phúc Đồng,80.0,10.0,125000.0
Hồ Chí Minh,Thủ Đức,An Phú,71.0,25.0,352112.676056338
Hồ Chí Minh,Thủ Đức,Long Thạnh Mỹ,80.0,30.0,375000.0
Đà Nẵng,Sơn Trà,Phước Mỹ,400.0,35.0,87500.0
Hà Nội,Đống Đa,Trung Liệt,90.0,19.0,211111.11111111112
Hà Nội,Cầu Giấy,Dịch Vọng,80.0,29.0,362500.0
Hà Nội,Cầu Giấy,Yên Hòa,100.0,11.0,110000.0
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,70.0,8.0,114285.71428571428
Hà Nội,Đống Đa,Láng Thượng,800.0,330.0,412500.0
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,110.0,72.0,654545.4545454546
Hà Nội,Nam Từ Liêm,Mễ Trì,500.0,100.0,200000.0
Hồ Chí Minh,Thủ Đức,An Phú,200.0,35.0,175000.0
Hà Nội,Đống Đa,Hàng Bột,55.0,9.0,163636.36363636365
Hà Nội,Hai Bà Trưng,Phạm Đình Hổ,55.0,26.0,472727.2727272727
Hà Nội,Hai Bà Trưng,Phố Huế,12.0,12.0,1000000.0
Hà Nội,Hoàng Mai,Đại Kim,60.0,8.000000000000002,133333.33333333334
Hồ Chí Minh,Quận 7,Tân Thuận Tây,420.0,100.0,238095.2380952381
Hà Nội,Thanh Xuân,Khương Trung,20.0,6.0,300000.0
Hà Nội,Thanh Xuân,Khương Mai,20.0,6.0,300000.0
Hồ Chí Minh,Bình Thạnh,Phường 25,1.0,592.0,592000000.0
Hồ Chí Minh,Quận 7,Tân Phong,110.0,28.0,254545.45454545456
Hồ Chí Minh,Quận 7,Tân Phong,111.0,27.0,243243.24324324325
Hồ Chí Minh,Quận 7,Tân Phong,100.0,28.0,280000.0
Hồ Chí Minh,Gò Vấp,Phường 6,28.0,6.8,242857.14285714287
Hà Nội,Cầu Giấy,Nghĩa Tân,25.0,12.0,480000.0
Đà Nẵng,Hải Châu,Hòa Cường Nam,30.0,8.000000000000002,266666.6666666667
Hà Nội,Hà Đông,La Khê,164.0,270.0,1646341.463414634
Hà Nội,Cầu Giấy,Dịch Vọng,30.0,20.0,666666.6666666666
Hà Nội,Cầu Giấy,Trung Hòa,50.0,20.0,400000.0
Hà Nội,Đống Đa,Nam Đồng,112.0,25.0,223214.2857142857
Đà Nẵng,Ngũ Hành Sơn,Mỹ An,140.0,35.0,250000.0
Lâm Đồng,Đà Lạt,Phường 1,6.0,6.0,1000000.0
Hà Nội,Đống Đa,Ô Chợ Dừa,120.0,17.0,141666.66666666666
Hà Nội,Hoàn Kiếm,Cửa Đông,50.0,45.0,900000.0
Hà Nội,Hai Bà Trưng,Vĩnh Tuy,150.0,80.0,533333.3333333334
Hà Nội,Đống Đa,Láng Hạ,300.0,150.0,500000.0
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,80.0,35.0,437500.0
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,100.0,62.0,620000.0
Hà Nội,Nam Từ Liêm,Cầu Diễn,100.0,15.0,150000.0
Hải Phòng,Hải An,Đằng Lâm,70.0,7.0,100000.0
Hà Nội,Nam Từ Liêm,Mễ Trì,200.0,100.0,500000.0
Hà Nội,Cầu Giấy,Trung Hòa,200.0,100.0,500000.0
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,300.0,150.0,500000.0
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,200.0,200.0,1000000.0
Kiên Giang,Phú Quốc,Gành Dầu,120.0,80.0,666666.6666666666
Hải Phòng,Thủy Nguyên,Tân Dương,180.0,20.0,111111.11111111112
Hà Nội,Hoàng Mai,Định Công,50.0,10.0,200000.0
Hồ Chí Minh,Quận 6,Phường 10,75.0,17.0,226666.66666666663
Hà Nội,Long Biên,Đức Giang,50.0,220.0,4400000.0
Hồ Chí Minh,Quận 8,Phường 9,75.0,6.0,80000.0
Bình Dương,Dĩ An,Dĩ An,200.0,17.0,85000.0
Hồ Chí Minh,Thủ Đức,Bình Trưng Đông,276.0,100.0,362318.8405797101
Thừa Thiên Huế,Huế,An Cựu,50.0,7.0,140000.0
Đồng Nai,Trảng Bom,Bắc Sơn,1.224,17.0,13888888.88888889
Đồng Nai,Trảng Bom,An Viễn,1.0,380.0,380000000.0
Hà Nội,Cầu Giấy,Trung Hòa,280.0,800.0,2857142.8571428573
Hồ Chí Minh,Quận 7,Tân Phong,130.0,25.0,192307.6923076923
Đà Nẵng,Thanh Khê,Thanh Khê Đông,50.0,8.0,160000.0
Hà Nội,Đống Đa,Ô Chợ Dừa,70.0,16.0,228571.42857142852
Hồ Chí Minh,Tân Phú,Tây Thạnh,50.0,7.0,140000.0
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,1.4,500.00000000000006,357142857.1428572
Hồ Chí Minh,Quận 1,Đa Kao,80.0,135.0,1687500.0
Đà Nẵng,Hải Châu,Phường Hải Châu 1,6.0,11.0,1833333.3333333333
Hồ Chí Minh,Quận 12,Hiệp Thành,25.0,4.0,160000.0
Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 2,120.0,70.0,583333.3333333334
Hà Nội,Thanh Xuân,Thanh Xuân Bắc,1.0,240.0,240000000.0
Hà Nội,Hoàng Mai,Đại Kim,188.0,70.0,372340.42553191487
Hà Nội,Thanh Xuân,Thanh Xuân Trung,500.0,210.0,420000.0
Hà Nội,Hoàng Mai,Tân Mai,76.0,35.0,460526.3157894737
Hà Nội,Hai Bà Trưng,Thanh Nhàn,35.0,12.5,357142.8571428572
Hà Nội,Hai Bà Trưng,Nguyễn Du,15.0,15.0,1000000.0
Hà Nội,Đống Đa,Hàng Bột,35.0,7.0,200000.0
Hồ Chí Minh,Quận 1,Bến Nghé,80.0,40.0,500000.0
Hà Nội,Cầu Giấy,Dịch Vọng,20.0,11.0,550000.0
Hà Nội,Cầu Giấy,Dịch Vọng,30.0,11.5,383333.3333333333
Hà Nội,Cầu Giấy,Dịch Vọng,25.0,11.0,440000.0
Hà Nội,Cầu Giấy,Nghĩa Tân,30.0,8.000000000000002,266666.6666666667
Hà Nội,Cầu Giấy,Dịch Vọng,30.0,15.0,500000.0
Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 1,30.0,12.0,400000.0
Hà Nội,Cầu Giấy,Dịch Vọng,45.0,11.0,244444.44444444444
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,485.0,459.0,946391.7525773196
Hà Nội,Bắc Từ Liêm,Xuân Tảo,270.0,60.0,222222.22222222225
Hà Nội,Đống Đa,Khâm Thiên,50.0,17.0,340000.0
Hà Nội,Hà Đông,La Khê,132.0,25.0,189393.9393939394
Hà Nội,Đống Đa,Thổ Quan,50.0,17.0,340000.0
Khánh Hòa,Nha Trang,Vĩnh Nguyên,32.0,110.0,3437500.0
Hà Nội,Tây Hồ,Xuân La,200.0,100.0,500000.0
Hà Nội,Thanh Trì,Tứ Hiệp,55.0,5.0,90909.09090909093
Hà Nội,Bắc Từ Liêm,Phúc Diễn,26.0,5.0,192307.6923076923
Cần Thơ,Ninh Kiều,An Hòa,37.0,3.5,94594.5945945946
Hồ Chí Minh,Gò Vấp,Phường 5,60.0,18.0,300000.0
Hà Nội,Cầu Giấy,Nghĩa Đô,630.0,180.00000000000003,285714.28571428574
Bắc Ninh,Bắc Ninh,Võ Cường,165.0,70.0,424242.42424242425
Đà Nẵng,Hải Châu,Hòa Cường Nam,71.0,60.0,845070.4225352113
Hồ Chí Minh,Tân Phú,Hòa Thạnh,600.0,730.0,1216666.6666666667
Hà Nội,Thanh Xuân,Nhân Chính,2.0,200.0,100000000.0
Hà Nội,Hoàng Mai,Định Công,1.0,100.0,100000000.0
Hồ Chí Minh,Tân Phú,Phú Thọ Hòa,80.0,100.0,1250000.0
Đồng Nai,Biên Hòa,Trảng Dài,1.5,15.0,10000000.0
Thanh Hóa,Thanh Hóa,Đông Hương,120.0,30.0,250000.0
Hà Nội,Cầu Giấy,Nghĩa Tân,15.0,8.000000000000002,533333.3333333334
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,610.0,360.00000000000006,590163.9344262296
Hà Nội,Cầu Giấy,Yên Hòa,55.0,28.0,509090.9090909091
Hà Nội,Cầu Giấy,Nghĩa Đô,54.0,17.5,324074.0740740741
Hà Nội,Cầu Giấy,Quan Hoa,100.0,35.0,350000.0
Hồ Chí Minh,Tân Bình,Phường 2,185.0,87.0,470270.2702702703
Hà Nội,Hoàng Mai,Tương Mai,52.0,14.0,269230.76923076925
Hồ Chí Minh,Quận 12,Hiệp Thành,150.0,60.0,400000.0
Hồ Chí Minh,Tân Phú,Tân Thành,60.0,13.0,216666.66666666663
Khánh Hòa,Nha Trang,Tân Lập,60.0,5.0,83333.33333333333
Hà Nội,Hoàn Kiếm,Hàng Bài,14.0,18.0,1285714.2857142857
Hải Dương,Hải Dương,Thanh Bình,300.0,42.0,140000.0
Hồ Chí Minh,Quận 11,Phường 5,25.0,8.0,320000.0
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,70.0,35.0,500000.0
Hà Nội,Cầu Giấy,Quan Hoa,70.0,25.0,357142.8571428572
Hà Nội,Ba Đình,Giảng Võ,15.0,2.0000000000000004,133333.33333333334
Hải Phòng,Lê Chân,Nghĩa Xá,32.0,7.5,234375.0
Hà Nội,Thanh Xuân,Thanh Xuân Bắc,45.0,9.5,211111.11111111112
Hà Nội,Thanh Xuân,Thanh Xuân Nam,30.0,7.0,233333.3333333333
Đồng Nai,Biên Hòa,Thanh Bình,180.0,40.0,222222.22222222225
Đồng Nai,Biên Hòa,Bửu Long,600.0,30.0,50000.0
Bình Dương,Thuận An,Bình Hòa,24.0,1.8,75000.0
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,2.3,470.0,204347826.08695653
Hà Nội,Nam Từ Liêm,Mễ Trì,620.0,280.0,451612.9032258064
Hà Nội,Đống Đa,Khâm Thiên,70.0,24.0,342857.14285714284
Đà Nẵng,Hải Châu,Phước Ninh,230.0,99.999,434778.2608695653
Hà Nội,Nam Từ Liêm,Mễ Trì,370.0,180.0,486486.4864864865
Hà Nội,Ba Đình,Thành Công,747.0,550.0,736278.4471218206
Cần Thơ,Ninh Kiều,Xuân Khánh,207.0,16.000000000000004,77294.68599033817
Hồ Chí Minh,Quận 3,Phường 14,600.0,70.0,116666.66666666669
Hà Nội,Hai Bà Trưng,Phố Huế,55.0,32.0,581818.1818181818
Bà Rịa Vũng Tàu,Phú Mỹ,Phú Mỹ,300.0,15.0,50000.0
Hải Dương,Hải Dương,Phạm Ngũ Lão,690.0,54.99999999999999,79710.14492753622
Hồ Chí Minh,Quận 8,Phường 4,60.0,16.000000000000004,266666.6666666667
Hồ Chí Minh,Quận 3,Phường 5,40.0,12.0,300000.0
Đà Nẵng,Hải Châu,Phường Hải Châu 1,4.0,7.0,1750000.0
Hồ Chí Minh,Quận 7,Tân Phong,400.0,100.0,250000.0
Hồ Chí Minh,Quận 7,Tân Phong,180.0,80.0,444444.4444444445
Hồ Chí Minh,Quận 7,Tân Phú,168.0,72.0,428571.4285714286
Bình Dương,Thuận An,Bình Hòa,48.0,2.8,58333.333333333336
Hải Dương,Hải Dương,Thanh Bình,100.0,6.0,60000.0
Hồ Chí Minh,Quận 7,Phú Mỹ,100.0,10.0,100000.0
Quảng Trị,Đông Hà,Phường 1,120.0,6.0,50000.0
Hà Nội,Hoàng Mai,Tân Mai,90.0,8.0,88888.88888888889
Đà Nẵng,Sơn Trà,Phước Mỹ,125.0,18.0,144000.0
Đà Nẵng,Hải Châu,Hòa Cường Bắc,188.0,25.0,132978.72340425532
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,80.0,10.5,131250.0
Lâm Đồng,Đà Lạt,Phường 2,264.0,50.0,189393.9393939394
Hồ Chí Minh,Quận 1,Cô Giang,42.0,25.0,595238.0952380953
Đà Nẵng,Hải Châu,Phường Hải Châu 1,5.0,10.0,2000000.0
Đắk Lắk,Buôn Ma Thuột,Tân Tiến,1.0,12.0,12000000.0
Hà Nội,Cầu Giấy,Nghĩa Tân,150.0,50.0,333333.3333333333
Hồ Chí Minh,Bình Thạnh,Phường 26,30.0,28.0,933333.3333333334
Hồ Chí Minh,Bình Thạnh,Phường 19,516.0,90.0,174418.60465116278
Hồ Chí Minh,Thủ Đức,Thảo Điền,296.0,237.0,800675.6756756756
Hồ Chí Minh,Quận 3,Phường 3,72.0,70.0,972222.2222222222
Hồ Chí Minh,Quận 1,Nguyễn Thái Bình,350.0,400.00000000000006,1142857.142857143
Hồ Chí Minh,Quận 1,Bến Thành,140.0,45.0,321428.5714285714
Hồ Chí Minh,Phú Nhuận,Phường 11,55.0,40.0,727272.7272727273
Hồ Chí Minh,Quận 3,Phường 4,27.0,26.0,962962.9629629628
Hồ Chí Minh,Quận 3,Võ Thị Sáu,86.0,50.0,581395.3488372093
Hồ Chí Minh,Tân Bình,Phường 4,32.0,35.0,1093750.0
Hồ Chí Minh,Quận 5,Phường 14,64.0,75.0,1171875.0
Hồ Chí Minh,Quận 1,Phạm Ngũ Lão,60.0,40.0,666666.6666666666
Hồ Chí Minh,Quận 1,Tân Định,72.0,39.0,541666.6666666666
Hồ Chí Minh,Quận 1,Tân Định,64.0,29.0,453125.0
Hồ Chí Minh,Quận 1,Bến Nghé,150.0,70.0,466666.6666666667
Hồ Chí Minh,Quận 1,Phạm Ngũ Lão,120.0,160.0,1333333.3333333333
Hồ Chí Minh,Quận 1,Nguyễn Thái Bình,120.0,129.99999999999997,1083333.3333333333
Hồ Chí Minh,Quận 1,Tân Định,115.0,64.99999999999999,565217.3913043478
Hồ Chí Minh,Quận 10,Phường 15,90.0,49.99999999999999,555555.5555555555
Hồ Chí Minh,Bình Thạnh,Phường 25,840.0,160.0,190476.19047619047
Hồ Chí Minh,Quận 1,Bến Thành,120.0,40.0,333333.3333333333
Hồ Chí Minh,Thủ Đức,Thảo Điền,360.0,350.0,972222.2222222222
Hồ Chí Minh,Quận 5,Phường 14,90.0,30.0,333333.3333333333
Hồ Chí Minh,Quận 1,Bến Nghé,120.0,80.0,666666.6666666666
Hồ Chí Minh,Quận 1,Bến Nghé,480.0,250.0,520833.3333333333
Hồ Chí Minh,Phú Nhuận,Phường 2,315.0,30.0,95238.09523809524
Hồ Chí Minh,Quận 3,Võ Thị Sáu,80.0,90.0,1125000.0
Hồ Chí Minh,Tân Bình,Phường 4,150.0,28.0,186666.66666666663
Hồ Chí Minh,Quận 1,Bến Thành,160.0,40.0,250000.0
Hồ Chí Minh,Quận 3,Phường 5,77.0,60.0,779220.7792207792
Hồ Chí Minh,Quận 1,Bến Nghé,68.0,53.0,779411.7647058824
Hồ Chí Minh,Bình Thạnh,Phường 11,100.0,35.0,350000.0
Hồ Chí Minh,Quận 10,Phường 15,100.0,30.0,300000.0
Hồ Chí Minh,Quận 1,Bến Thành,48.0,35.0,729166.6666666666
Hồ Chí Minh,Thủ Đức,Thảo Điền,252.0,67.0,265873.01587301586
Hồ Chí Minh,Quận 1,Phạm Ngũ Lão,150.0,108.0,720000.0
Hồ Chí Minh,Bình Thạnh,Phường 15,100.0,25.0,250000.0
Hồ Chí Minh,Quận 1,Đa Kao,77.0,80.0,1038961.0389610388
Hồ Chí Minh,Quận 1,Phạm Ngũ Lão,72.0,55.0,763888.8888888889
Hồ Chí Minh,Bình Thạnh,Phường 19,72.0,45.0,625000.0
Hồ Chí Minh,Quận 10,Phường 12,75.0,65.0,866666.6666666666
Hồ Chí Minh,Quận 1,Đa Kao,76.0,90.0,1184210.5263157894
Hồ Chí Minh,Quận 3,Võ Thị Sáu,160.0,70.0,437500.0
Hồ Chí Minh,Bình Thạnh,Phường 3,104.0,80.0,769230.7692307692
Hồ Chí Minh,Quận 3,Võ Thị Sáu,200.0,180.0,900000.0
Hồ Chí Minh,Tân Bình,Phường 2,120.0,25.0,208333.3333333333
Hồ Chí Minh,Quận 12,Hiệp Thành,160.0,45.0,281250.0
Hồ Chí Minh,Quận 1,Đa Kao,72.0,45.0,625000.0
Hồ Chí Minh,Quận 1,Cầu Kho,144.0,120.0,833333.3333333334
Hồ Chí Minh,Quận 1,Bến Nghé,240.0,150.0,625000.0
Hồ Chí Minh,Quận 1,Bến Thành,180.0,49.99999999999999,277777.7777777777
Hồ Chí Minh,Quận 3,Võ Thị Sáu,52.0,35.0,673076.9230769231
Hồ Chí Minh,Quận 10,Phường 2,100.0,100.0,1000000.0
Hồ Chí Minh,Quận 1,Nguyễn Cư Trinh,140.0,190.0,1357142.857142857
Hồ Chí Minh,Quận 10,Phường 2,50.0,45.0,900000.0
Hồ Chí Minh,Quận 1,Tân Định,80.0,50.0,625000.0
Hồ Chí Minh,Quận 1,Bến Nghé,130.0,100.0,769230.7692307692
Hồ Chí Minh,Thủ Đức,Thảo Điền,94.0,55.0,585106.3829787234
Hồ Chí Minh,Bình Thạnh,Phường 15,66.0,20.0,303030.30303030304
Hồ Chí Minh,Quận 3,Võ Thị Sáu,50.0,18.0,360000.0
Hồ Chí Minh,Quận 3,Phường 4,27.0,30.0,1111111.111111111
Hồ Chí Minh,Quận 1,Phạm Ngũ Lão,108.0,35.0,324074.0740740741
Hồ Chí Minh,Quận 5,Phường 6,123.0,79.0,642276.4227642276
Hồ Chí Minh,Quận 1,Đa Kao,65.0,50.0,769230.7692307692
Hồ Chí Minh,Bình Thạnh,Phường 26,400.0,70.0,175000.0
Hồ Chí Minh,Quận 8,Phường 10,100.0,30.0,300000.0
Hồ Chí Minh,Tân Bình,Phường 4,77.0,30.0,389610.3896103896
Hồ Chí Minh,Tân Bình,Phường 12,63.0,28.0,444444.4444444445
Hồ Chí Minh,Quận 1,Bến Nghé,560.0,490.0,875000.0
Hồ Chí Minh,Quận 3,Võ Thị Sáu,242.0,89.0,367768.5950413223
Hồ Chí Minh,Quận 3,Võ Thị Sáu,100.0,46.0,460000.0
Hồ Chí Minh,Quận 1,Tân Định,58.0,33.00000000000001,568965.5172413794
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 8,300.0,45.0,150000.0
Hồ Chí Minh,Bình Tân,Bình Trị Đông B,225.0,100.0,444444.4444444445
Hồ Chí Minh,Bình Tân,Bình Trị Đông B,100.0,18.0,180000.0
Đà Nẵng,Hải Châu,Hòa Cường Bắc,260.0,40.0,153846.15384615384
Đà Nẵng,Hải Châu,Hòa Thuận Đông,500.0,50.0,100000.0
Hồ Chí Minh,Tân Phú,Hòa Thạnh,36.0,7.0,194444.44444444444
Hồ Chí Minh,Quận 12,Hiệp Thành,96.0,7.0,72916.66666666667
Hồ Chí Minh,Quận 12,Tân Hưng Thuận,90.0,20.0,222222.22222222225
Hồ Chí Minh,Hóc Môn,Thới Tam Thôn,104.0,6.5,62500.0
Hồ Chí Minh,Quận 12,Thới An,180.0,8.0,44444.444444444445
Hồ Chí Minh,Quận 12,Tân Thới Nhất,130.0,10.0,76923.07692307692
Hồ Chí Minh,Quận 12,Hiệp Thành,100.0,15.0,150000.0
Hồ Chí Minh,Quận 12,Trung Mỹ Tây,100.0,10.0,100000.0
Hồ Chí Minh,Hóc Môn,Thới Tam Thôn,160.0,15.0,93750.0
Hồ Chí Minh,Quận 12,Thới An,200.0,14.0,70000.0
Hồ Chí Minh,Hóc Môn,Tân Thới Nhì,100.0,6.0,60000.0
Hồ Chí Minh,Quận 12,Hiệp Thành,280.0,17.0,60714.28571428572
Hồ Chí Minh,Quận 12,Tân Hưng Thuận,60.0,6.0,100000.0
Hồ Chí Minh,Hóc Môn,Tân Hiệp,180.0,6.0,33333.333333333336
Hồ Chí Minh,Bình Tân,Bình Trị Đông,160.0,22.0,137500.0
Đà Nẵng,Hải Châu,Phước Ninh,600.0,80.0,133333.33333333334
Hồ Chí Minh,Bình Tân,Bình Trị Đông,76.0,14.0,184210.52631578947
Hồ Chí Minh,Thủ Đức,Linh Xuân,460.0,20.0,43478.260869565216
Hồ Chí Minh,Thủ Đức,Linh Trung,256.0,20.0,78125.0
Hồ Chí Minh,Thủ Đức,Linh Chiểu,72.0,32.0,444444.4444444445
Hồ Chí Minh,Thủ Đức,Linh Đông,125.0,30.0,240000.0
Hồ Chí Minh,Thủ Đức,Linh Trung,225.0,22.0,97777.77777777778
Hồ Chí Minh,Thủ Đức,Bình Thọ,200.0,60.0,300000.0
Hồ Chí Minh,Thủ Đức,Trường Thọ,100.0,25.0,250000.0
Hồ Chí Minh,Thủ Đức,Linh Trung,220.0,13.0,59090.90909090909
Hồ Chí Minh,Thủ Đức,Linh Tây,150.0,13.0,86666.66666666667
Hồ Chí Minh,Thủ Đức,Trường Thọ,192.0,32.0,166666.66666666666
Hồ Chí Minh,Thủ Đức,Linh Đông,240.0,25.0,104166.66666666669
Hồ Chí Minh,Thủ Đức,Linh Đông,280.0,120.0,428571.4285714286
Hồ Chí Minh,Thủ Đức,Linh Xuân,300.0,18.0,60000.0
Hồ Chí Minh,Thủ Đức,Linh Tây,140.0,60.0,428571.4285714286
Hồ Chí Minh,Thủ Đức,Trường Thọ,132.0,13.0,98484.84848484848
Hồ Chí Minh,Thủ Đức,Bình Thọ,272.0,30.0,110294.11764705884
Hồ Chí Minh,Thủ Đức,Linh Tây,100.0,10.0,100000.0
Hồ Chí Minh,Thủ Đức,Linh Xuân,112.0,15.0,133928.57142857142
Hồ Chí Minh,Thủ Đức,Linh Chiểu,180.0,16.0,88888.88888888889
Hồ Chí Minh,Thủ Đức,Bình Thọ,90.0,9.5,105555.55555555556
Hồ Chí Minh,Thủ Đức,Linh Đông,90.0,15.0,166666.66666666666
Hồ Chí Minh,Thủ Đức,Linh Trung,110.0,8.5,77272.72727272728
Hồ Chí Minh,Thủ Đức,Linh Đông,132.0,18.0,136363.63636363635
Hồ Chí Minh,Thủ Đức,Linh Tây,80.0,6.0,75000.0
Hồ Chí Minh,Thủ Đức,Linh Đông,150.0,9.0,60000.0
Hồ Chí Minh,Thủ Đức,Linh Đông,210.0,23.0,109523.80952380953
Hồ Chí Minh,Thủ Đức,Linh Đông,56.0,6.0,107142.85714285714
Hồ Chí Minh,Thủ Đức,Linh Chiểu,90.0,9.0,100000.0
Hồ Chí Minh,Thủ Đức,Linh Chiểu,200.0,25.0,125000.0
Hồ Chí Minh,Thủ Đức,Linh Tây,71.0,10.0,140845.0704225352
Hồ Chí Minh,Thủ Đức,Linh Xuân,90.0,22.0,244444.44444444444
Hồ Chí Minh,Thủ Đức,Trường Thọ,180.0,14.0,77777.77777777778
Hồ Chí Minh,Thủ Đức,Linh Chiểu,80.0,15.0,187500.0
Hồ Chí Minh,Thủ Đức,Bình Thọ,84.0,20.0,238095.2380952381
Hồ Chí Minh,Thủ Đức,Bình Thọ,55.0,40.0,727272.7272727273
Hồ Chí Minh,Thủ Đức,Linh Đông,140.0,15.0,107142.85714285714
Hồ Chí Minh,Bình Tân,Bình Trị Đông B,72.0,16.0,222222.22222222225
Hồ Chí Minh,Tân Phú,Phú Thạnh,32.0,15.0,468750.0
Hồ Chí Minh,Bình Tân,Bình Trị Đông,300.0,25.0,83333.33333333333
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 4,240.0,60.0,250000.0
Bà Rịa Vũng Tàu,Vũng Tàu,Thắng Tam,400.0,70.0,175000.0
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 3,320.0,30.0,93750.0
Bà Rịa Vũng Tàu,Vũng Tàu,Thắng Tam,300.0,45.0,150000.0
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 2,380.0,80.0,210526.31578947368
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 8,330.0,26.0,78787.87878787878
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 8,300.0,30.0,100000.0
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 1,180.0,14.0,77777.77777777778
Bà Rịa Vũng Tàu,Vũng Tàu,Thắng Tam,400.0,45.0,112500.0
Bà Rịa Vũng Tàu,Vũng Tàu,Thắng Tam,180.0,20.0,111111.11111111112
Bà Rịa Vũng Tàu,Bà Rịa,Long Tâm,132.0,30.0,227272.7272727273
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 8,300.0,25.0,83333.33333333333
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 1,100.0,30.0,300000.0
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 3,325.0,40.0,123076.92307692308
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 3,160.0,17.0,106250.0
Bà Rịa Vũng Tàu,Vũng Tàu,Thắng Tam,165.0,22.0,133333.33333333334
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 7,180.0,25.0,138888.88888888888
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 7,100.0,30.0,300000.0
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 7,320.0,14.0,43750.0
Bà Rịa Vũng Tàu,Vũng Tàu,Thắng Tam,560.0,20.0,35714.28571428572
Bà Rịa Vũng Tàu,Vũng Tàu,Thắng Nhất,300.0,30.0,100000.0
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 8,250.0,20.0,80000.0
Bà Rịa Vũng Tàu,Vũng Tàu,Thắng Nhất,150.0,17.0,113333.33333333331
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 1,1.2,43.0,35833333.333333336
Bà Rịa Vũng Tàu,Vũng Tàu,Thắng Tam,500.0,55.0,110000.0
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 9,100.0,12.0,120000.0
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 9,90.0,15.0,166666.66666666666
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 8,130.0,10.0,76923.07692307692
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 4,60.0,10.0,166666.66666666666
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 1,238.0,30.0,126050.42016806724
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 2,520.0,120.0,230769.2307692308
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 3,100.0,20.0,200000.0
